x
1
6
10
22
33
34
37
38
51
81
82
86
87
88
102
104
108
116
120
124
126
139
145
154
158
161
198
206
220
227
228
231
232
235
245
251
252
260
261
263
271
277
278
282
283
286
290
297
304
316
321
326
334
342
345
349
350
359
360
363
365
367
370
