x
5
8
13
15
16
20
23
24
27
31
40
41
45
46
47
48
50
52
54
55
58
60
61
62
64
65
66
67
68
69
74
78
80
84
85
92
94
95
97
99
101
107
111
117
122
123
128
129
130
131
132
137
138
140
141
142
150
152
153
165
168
170
171
173
176
179
181
183
184
187
188
189
190
191
194
196
197
203
209
212
214
217
222
225
230
234
236
239
240
244
247
248
253
254
255
256
258
259
262
264
265
266
268
270
272
275
276
279
281
284
288
289
291
292
296
299
301
302
303
305
308
314
315
317
322
323
324
328
332
335
336
337
338
343
351
352
354
355
357
361
362
364
369
