x
2
8
9
10
11
12
16
19
20
24
29
33
35
36
45
46
50
52
54
57
60
62
63
70
71
73
77
78
79
80
86
87
89
95
97
98
99
101
102
104
105
107
112
113
115
116
117
118
121
123
127
130
131
137
138
143
146
149
150
155
160
161
166
167
168
169
170
171
173
175
179
185
187
190
191
193
195
196
197
199
200
202
205
210
211
215
220
224
228
229
230
232
234
235
236
240
245
247
250
252
253
254
255
259
260
261
263
264
