x
4
5
8
14
31
33
41
49
60
61
87
105
107
111
113
119
126
130
132
171
180
184
194
197
201
202
221
226
233
240
247
254
259
268
269
277
282
284
290
294
298
299
303
304
317
323
330
337
342
346
367
374
381
408
418
420
441
444
454
459
462
468
470
472
476
489
494
498
500
508
510
519
529
530
