x
5
8
10
14
20
21
25
26
28
51
54
55
63
64
67
72
78
94
95
98
102
103
108
110
113
114
116
135
144
145
146
149
161
163
164
169
170
175
177
178
179
181
183
186
200
206
210
212
219
220
223
231
238
240
249
256
266
267
274
279
285
287
291
292
293
294
299
300
302
305
317
321
333
345
350
352
354
355
356
369
390
393
422
427
429
433
436
442
446
450
460
462
467
471
480
488
492
494
501
506
511
