x
7
8
9
16
18
24
28
36
38
44
51
52
58
64
68
79
83
86
98
99
100
105
110
118
123
124
127
134
146
149
164
169
174
177
180
181
186
187
192
197
200
201
208
212
217
223
230
237
241
242
243
246
248
249
257
261
263
267
271
272
273
276
278
279
283
288
