Source Target Weight
SPIB NFKB2 1
SPIB LAMP3 1
SPIB MOXD1 1
SPIB COL4A4 1
SPIB COL19A1 1
SPIB P2RX5 1
SPIB STARD7 1
SPIB FCN1 1
SPIB MYBPC2 1
SPIB REM1 1
SPIB DAZL 1
SPIB FCRL1 1
SPIB ANKRD33B 1
SPIB ACSL6 1
SPIB DRGX 1
SPIB GFI1B 1
SPIB SPIC 1
SPIB HTR3A 1
SPIB FAM129C 1
SPIB MAL 1
SPIB CCL19 1
SPIB KRT2 1
SPIB CCR9 1
SPIB TLR10 1
SPIB TLR6 1
SPIB SLC26A9 1
SPIB CHST2 1
SPIB C11orf16 1
SPIB CD19 1
SPIB SLC25A22 1
SPIB GGN 1
SPIB DEFB124 1
SPIB FUT7 1
SPIB OR52N2 1
SPIB FDCSP 1
SPIB OR4Q3 1
SPIB IZUMO1R 1
SPIB SGCZ 1
SPIB AC245088.1 1
SPIB BTLA 1
SPIB SPATA21 1
SPIB FNBP1 1
SPIB TTC24 1
SPIB CLEC17A 1
SPIB C17orf99 1
SPIB IL17REL 1
SPIB SELL 1
SPIB IDO2 1
SPIB CNR2 1
SPIB BEND4 1
SPIB GRK6 1
SPIB CLEC4C 1
SPIB EXOC3L4 1
SPIB LGALS2 1
SPIB TCL1A 1
SPIB CCL17 1
SPIB CSK 1
SPIB RELB 1
SPIB UBD 1
SPIB LINC00488 1
SPIB HMSD 1
SPIB FXYD7 1
SPIB MIR4432HG 1
SPIB LTB 1
SPIB FCER2 1
SPIB IL27RA 1
SPIB SHD 1
SPIB CD79A 1
SPIB AICDA 1
SPIB OSTN-AS1 1
SPIB LINC00028 1
SPIB CHRM3-AS2 1
SPIB MOXD2P 1
SPIB LINC00877 1
SPIB INSL3 1
SPIB TREML2 1
SPIB IL12B 1
SPIB HHLA2 1
SPIB IL18R1 1
SPIB PLA2G2D 1
SPIB CR2 1
SPIB BCL11A 1
SPIB MIR3142HG 1
SPIB TIFAB 1
SPIB PRSS58 1
SPIB IKBKE 1
SPIB MIR3928 1
SPIB MIR5195 1
SPIB MIR3649 1
SPIB LINC01478 1
SPIB LINC01539 1
SPIB SFRP5 1
SPIB TMEM131L 1
SPIB BCL2L14 1
SPIB DPPA4 1
SPIB CXCR4 1
SPIB CFP 1
SPIB VPREB3 1
SPIB LINC01215 1
SPIB MIR548O2 1
SPIB MGAT3 1
SPIB FCRLA 1
SPIB CLEC10A 1
SPIB BCAN 1
SPIB FCRL2 1
SPIB GPR55 1
SPIB WNT10A 1
SPIB LCP1 1
SPIB LIMD2 1
SPIB BLK 1
SPIB TINAG 1
SPIB SLCO5A1 1
SPIB CLSTN3 1
SPIB RBP5 1
SPIB BCL2A1 1
SPIB PLAC8 1
SPIB SH3KBP1 1
SPIB STAR 1
SPIB NPFFR1 1
SPIB TMEM163 1
SPIB BANK1 1
SPIB KCTD15 1
SPIB MCOLN2 1
SPIB CXCL13 1
TLR4 CASP10 1
TLR4 PLXND1 1
TLR4 CALCR 1
TLR4 SKAP2 1
TLR4 STAB1 1
TLR4 CD4 1
TLR4 ALOX5 1
TLR4 HGF 1
TLR4 GRN 1
TLR4 MSR1 1
TLR4 CD84 1
TLR4 CIART 1
TLR4 GAB3 1
TLR4 LAPTM5 1
TLR4 NLRP3 1
TLR4 AXDND1 1
TLR4 IFT80 1
TLR4 VASH1 1
TLR4 GPATCH1 1
TLR4 SLC1A3 1
TLR4 SSH1 1
TLR4 WDFY1 1
TLR4 CASS4 1
TLR4 P2RX7 1
TLR4 CD209 1
TLR4 ADA2 1
TLR4 TGFBR2 1
TLR4 SPTA1 1
TLR4 CD200R1 1
TLR4 ERAP1 1
TLR4 CTSB 1
TLR4 ABCA1 1
TLR4 FOLR2 1
TLR4 RAB8B 1
TLR4 TPP1 1
TLR4 AXL 1
TLR4 WDR81 1
TLR4 POLR2J3 1
TLR4 P2RY12 1
TLR4 ZEB2 1
TLR4 GIMAP8 1
TLR4 PTGER4 1
TLR4 GPR34 1
TLR4 RASGRP4 1
TLR4 SLFN11 1
TLR4 CMKLR1 1
TLR4 MCTP1 1
TLR4 KCNE3 1
TLR4 KCNA3 1
TLR4 KCTD12 1
TLR4 SLC8A1 1
TLR4 ADAP2 1
TLR4 TMEM106A 1
TLR4 TCN2 1
TLR4 GPRIN3 1
TLR4 GPR141 1
TLR4 PEAK3 1
TLR4 DPYD 1
TLR4 LRRK2 1
TLR4 TPK1 1
TLR4 TLR7 1
TLR4 MPEG1 1
TLR4 PSAP 1
TLR4 GOLGA6L9 1
TLR4 TOR4A 1
TLR4 TGM2 1
TLR4 MAFB 1
TLR4 GGTA1P 1
TLR4 HLA-DOA 1
TLR4 PTGS1 1
TLR4 MFNG 1
TLR4 APOL4 1
TLR4 SAMHD1 1
TLR4 APTR 1
TLR4 MBLAC1 1
TLR4 GPR33 1
TLR4 MIR1302-3 1
TLR4 LINC01624 1
TLR4 LILRA1 1
TLR4 SIGLEC8 1
TLR4 LILRB5 1
TLR4 PIK3CG 1
TLR4 CPED1 1
TLR4 CPVL 1
TLR4 PTCD1 1
TLR4 TNFSF8 1
TLR4 DOCK8 1
TLR4 SETX 1
TLR4 LIPA 1
TLR4 ABI3 1
TLR4 SH2B3 1
TLR4 ADGRD1 1
TLR4 FAM133B 1
TLR4 ABCA17P 1
TLR4 PLEKHO2 1
TLR4 FCGR2A 1
TLR4 CEBPA 1
TLR4 KCTD21-AS1 1
TLR4 LINC00968 1
TLR4 SEC24B-AS1 1
TLR4 CLIC5 1
TLR4 ARSB 1
TLR4 ST8SIA4 1
TLR4 KAT2B 1
TLR4 ITGA4 1
TLR4 PECAM1 1
TLR4 DSG2-AS1 1
TLR4 KCNJ5 1
TLR4 HS3ST2 1
TLR4 IFT81 1
TLR4 NCKAP1L 1
TLR4 UNC5CL 1
TLR4 SH3TC1 1
TLR4 TMEM255A 1
TLR4 FGL2 1
TLR4 MILR1 1
TLR4 MIR6503 1
TLR4 DOCK4 1
TLR4 STARD8 1
TLR4 EMILIN2 1
TLR4 CARD6 1
TLR4 SYT11 1
TLR4 GIMAP6 1
TLR4 DOCK2 1
TLR4 SLC37A2 1
TLR4 NT5E 1
TLR4 DOCK10 1
TLR4 RCBTB2 1
TLR4 GPNMB 1
TLR4 TM6SF1 1
TLR4 SLCO2B1 1
TLR4 GIT2 1
TLR4 MORN3 1
TLR4 DPEP3 1
TLR4 RAB40B 1
TLR4 RGL1 1
TLR4 ETAA1 1
TLR4 FAM105A 1
TLR4 LHFPL2 1
TLR4 ARHGAP18 1
TLR4 TMEM140 1
TLR4 DOCK11 1
TLR4 IMMP1L 1
TLR4 C11orf49 1
TLR4 FLI1 1
TLR4 PRDM8 1
TLR4 MERTK 1
TLR4 CYP2U1 1
RELB MAP3K14 1
RELB IL32 1
RELB ETV7 1
RELB BIRC3 1
RELB FAS 1
RELB ARNTL2 1
RELB ARAP2 1
RELB NFE2L3 1
RELB CHI3L2 1
RELB NECAP2 1
RELB NCK1 1
RELB CD1A 1
RELB IFNGR2 1
RELB SLC2A6 1
RELB FBXL13 1
RELB NPHS1 1
RELB CXCL16 1
RELB RPS6KA4 1
RELB VCAM1 1
RELB NEURL3 1
RELB BCL3 1
RELB RAB27A 1
RELB DAPP1 1
RELB NFKB2 1
RELB PAK3 1
RELB MOXD1 1
RELB MYBPC2 1
RELB REM1 1
RELB ICAM1 1
RELB PROK2 1
RELB CXCL5 1
RELB ANKRD33B 1
RELB ENPP6 1
RELB ACSL6 1
RELB CGAS 1
RELB IL31RA 1
RELB DRGX 1
RELB PLEKHF1 1
RELB APLF 1
RELB ITGAM 1
RELB PYDC1 1
RELB RNF150 1
RELB MTSS1 1
RELB AQP4 1
RELB MALT1 1
RELB TLR6 1
RELB C11orf16 1
RELB KCNE5 1
RELB SPRYD4 1
RELB RNF152 1
RELB IRX5 1
RELB SLC25A22 1
RELB NKX2-6 1
RELB FDCSP 1
RELB TNFSF15 1
RELB HMGN4 1
RELB IZUMO1R 1
RELB PDE4B 1
RELB SGCZ 1
RELB SYN3 1
RELB LCE3A 1
RELB HTR3E 1
RELB AC245088.1 1
RELB SPATA21 1
RELB FAM205C 1
RELB GSPT2 1
RELB FUT4 1
RELB SLC22A25 1
RELB FBXL22 1
RELB CR1L 1
RELB LINC01973 1
RELB CRLF2 1
RELB CECR2 1
RELB ZMYND8 1
RELB RUBCNL 1
RELB IL7 1
RELB MIR7-2 1
RELB UBD 1
RELB LINC00488 1
RELB MGAT3-AS1 1
RELB KIF25-AS1 1
RELB LINC00443 1
RELB LINC00396 1
RELB TAPBP 1
RELB IL27RA 1
RELB PLA2G4C 1
RELB PLPPR2 1
RELB RASSF4 1
RELB ODAM 1
RELB NFKB1 1
RELB KLHL5 1
RELB BIRC2 1
RELB IL23A 1
RELB TNF 1
RELB LINC00028 1
RELB TWF2 1
RELB PPBPP2 1
RELB LINC01574 1
RELB APOBEC3B-AS1 1
RELB SOD2 1
RELB VIPR1 1
RELB IL18R1 1
RELB CD207 1
RELB RNF19B 1
RELB TNFAIP3 1
RELB RAB32 1
RELB CCDC71L 1
RELB MGAM2 1
RELB IKBKE 1
RELB MIR3649 1
RELB LINC01539 1
RELB SPIB 1
RELB TNFRSF10B 1
RELB BCL2L14 1
RELB OPTN 1
RELB STAT5A 1
RELB TRAF2 1
RELB LINC00551 1
RELB PRSS2 1
RELB SRCIN1 1
RELB MGAT3 1
RELB LIF 1
RELB NFATC1 1
RELB TRAF3 1
RELB ADGRE3 1
RELB TRIM47 1
RELB BCAN 1
RELB IRAK2 1
RELB DPH6 1
RELB PIWIL4 1
RELB CYP27A1 1
RELB LCP1 1
RELB IL1RN 1
RELB FAM8A1 1
RELB MMP7 1
RELB MMP20 1
RELB SLC5A6 1
RELB BCL2A1 1
RELB NOL3 1
RELB ZMYND15 1
RELB RFX5 1
RELB ARHGAP26 1
RELB TNIP1 1
RELB NFKBIE 1
RELB WTAP 1
RELB MFHAS1 1
RELB STAR 1
S100A8 CHDH 1
S100A8 MARCO 1
S100A8 C2orf83 1
S100A8 ROS1 1
S100A8 TNIP3 1
S100A8 ARSF 1
S100A8 NTAN1 1
S100A8 XDH 1
S100A8 PLA2G2F 1
S100A8 PGLYRP3 1
S100A8 CSTB 1
S100A8 SH2B2 1
S100A8 PDZK1IP1 1
S100A8 LCE3D 1
S100A8 IVL 1
S100A8 SPRR3 1
S100A8 SPRR2D 1
S100A8 PGLYRP4 1
S100A8 S100A9 1
S100A8 S100A12 1
S100A8 FMO4 1
S100A8 HSD17B2 1
S100A8 TMEM40 1
S100A8 VNN3 1
S100A8 DEFB1 1
S100A8 UGT1A6 1
S100A8 LY6D 1
S100A8 WFDC12 1
S100A8 CXCL8 1
S100A8 SPRR1B 1
S100A8 SPRR1A 1
S100A8 CRCT1 1
S100A8 TMEM154 1
S100A8 FABP6 1
S100A8 KRT78 1
S100A8 KRT6C 1
S100A8 KRT4 1
S100A8 C8orf74 1
S100A8 FUT3 1
S100A8 FGG 1
S100A8 P2RY6 1
S100A8 DEFB4A 1
S100A8 TMEM51 1
S100A8 CEBPB 1
S100A8 MAB21L3 1
S100A8 AGFG1 1
S100A8 WFDC5 1
S100A8 DEFB4B 1
S100A8 ARL14 1
S100A8 PNPLA1 1
S100A8 HEPHL1 1
S100A8 TMEM45A 1
S100A8 EPGN 1
S100A8 HCAR2 1
S100A8 ADGRG3 1
S100A8 TCHHL1 1
S100A8 MCEMP1 1
S100A8 S100A7A 1
S100A8 BPIFC 1
S100A8 PLEKHG7 1
S100A8 CARD9 1
S100A8 PLA2G4E 1
S100A8 NCCRP1 1
S100A8 SP6 1
S100A8 MMP1 1
S100A8 SPRR2B 1
S100A8 RAMP2-AS1 1
S100A8 ERO1A 1
S100A8 AKR1B10 1
S100A8 PNP 1
S100A8 PNLIPRP3 1
S100A8 LIPK 1
S100A8 MUC21 1
S100A8 FAM83A-AS1 1
S100A8 KRT6A 1
S100A8 SERPINB4 1
S100A8 GABRE 1
S100A8 AQP9 1
S100A8 MIR501 1
S100A8 KLK9 1
S100A8 UCA1 1
S100A8 MIR1286 1
S100A8 TAS2R40 1
S100A8 AC097625.1 1
S100A8 ZNF503-AS1 1
S100A8 ORM1 1
S100A8 KLF3-AS1 1
S100A8 RETN 1
S100A8 CASP14 1
S100A8 NAMPT 1
S100A8 WDR91 1
S100A8 UPK2 1
S100A8 ADTRP 1
S100A8 LINC01503 1
S100A8 SPRR2F 1
S100A8 RAD21L1 1
S100A8 PCP4L1 1
S100A8 SRD5A3-AS1 1
S100A8 AC022101.1 1
S100A8 IL17F 1
S100A8 VNN1 1
S100A8 NNT 1
S100A8 AADAC 1
S100A8 CCL20 1
S100A8 NEU2 1
S100A8 KYNU 1
S100A8 KMO 1
S100A8 ATP10B 1
S100A8 OMP 1
S100A8 CARD17 1
S100A8 CARD18 1
S100A8 C20orf141 1
S100A8 WFDC21P 1
S100A8 MIR4286 1
S100A8 ERVV-1 1
S100A8 CSTA 1
S100A8 PI3 1
S100A8 SLPI 1
S100A8 SLURP1 1
S100A8 POR 1
S100A8 SRD5A3 1
S100A8 CCL18 1
S100A8 CPA4 1
S100A8 LBP 1
S100A8 ACE2 1
S100A8 ASS1 1
S100A8 SCEL 1
S100A8 POU2F3 1
S100A8 CLCA2 1
S100A8 CYP1B1 1
S100A8 MYPN 1
S100A8 SLC39A5 1
S100A8 ZNF740 1
S100A8 GCNT3 1
S100A8 BCL2A1 1
S100A8 RHCG 1
S100A8 PADI1 1
S100A8 S100A7 1
S100A8 REN 1
S100A8 AWAT2 1
S100A8 FAM83A 1
S100A8 GSDMC 1
S100A8 LCN2 1
S100A8 NRBF2 1
S100A8 AKR1C2 1
S100A8 TDO2 1
S100A8 ADGRF4 1
CARD11 MAP3K14 1
CARD11 CEACAM21 1
CARD11 TRAF3IP3 1
CARD11 IFFO1 1
CARD11 BTK 1
CARD11 WAS 1
CARD11 CD74 1
CARD11 DEF6 1
CARD11 TYMP 1
CARD11 POU2F2 1
CARD11 ADAM28 1
CARD11 TSPAN32 1
CARD11 DGKA 1
CARD11 RNF166 1
CARD11 ADGRG5 1
CARD11 CCDC42 1
CARD11 CYB561A3 1
CARD11 NLRP3 1
CARD11 FCAMR 1
CARD11 RASGRP2 1
CARD11 STK10 1
CARD11 TXK 1
CARD11 ARHGAP15 1
CARD11 ARHGEF1 1
CARD11 APBB1IP 1
CARD11 CYLD 1
CARD11 NME8 1
CARD11 GMIP 1
CARD11 ARHGAP4 1
CARD11 MNDA 1
CARD11 CD200R1 1
CARD11 TAGAP 1
CARD11 NCF1C 1
CARD11 PLD4 1
CARD11 MYO1A 1
CARD11 DPEP2 1
CARD11 TMIGD2 1
CARD11 CCDC88B 1
CARD11 P2RY12 1
CARD11 RNASE6 1
CARD11 GPR25 1
CARD11 S100Z 1
CARD11 PARP15 1
CARD11 TLR10 1
CARD11 ADGRE1 1
CARD11 TSGA10IP 1
CARD11 GAPT 1
CARD11 ZC3H12D 1
CARD11 HLA-DQB1 1
CARD11 SEPT1 1
CARD11 HCLS1 1
CARD11 ARHGAP45 1
CARD11 FUT7 1
CARD11 P2RY13 1
CARD11 P2RY8 1
CARD11 SHISAL2A 1
CARD11 SPNS3 1
CARD11 CLECL1 1
CARD11 APOBR 1
CARD11 SNAI3 1
CARD11 ARHGAP30 1
CARD11 ARAP1 1
CARD11 CLEC17A 1
CARD11 SELL 1
CARD11 HLA-DRB1 1
CARD11 SIRPB2 1
CARD11 TLR7 1
CARD11 HLA-DQA1 1
CARD11 GZMM 1
CARD11 MDS2 1
CARD11 CSF2RA 1
CARD11 HLA-DRB5 1
CARD11 CD247 1
CARD11 HLA-DOA 1
CARD11 HLA-DRA 1
CARD11 DENND1C 1
CARD11 IL12RB1 1
CARD11 ASB2 1
CARD11 RUBCNL 1
CARD11 CORO1A 1
CARD11 MAP4K1 1
CARD11 LYL1 1
CARD11 SIPA1 1
CARD11 NCKIPSD 1
CARD11 MS4A4E 1
CARD11 LINGO3 1
CARD11 HLA-DQB1-AS1 1
CARD11 HLA-DPB1 1
CARD11 ITGB2-AS1 1
CARD11 LTB 1
CARD11 EPHA1-AS1 1
CARD11 HLA-DPA1 1
CARD11 RASAL3 1
CARD11 EBI3 1
CARD11 GIMAP2 1
CARD11 AKNA 1
CARD11 TNFSF8 1
CARD11 CYTH1 1
CARD11 CRTAM 1
CARD11 C11orf21 1
CARD11 SELPLG 1
CARD11 HLA-DQB2 1
CARD11 FAM238A 1
CARD11 SLFN14 1
CARD11 LINC00996 1
CARD11 HLA-DMB 1
CARD11 PCED1B-AS1 1
CARD11 LINC00926 1
CARD11 TREML2 1
CARD11 CYTIP 1
CARD11 LRMP 1
CARD11 FKBP15 1
CARD11 CLEC12B 1
CARD11 KLRF2 1
CARD11 MIR4667 1
CARD11 MIR4539 1
CARD11 MIR4489 1
CARD11 MIR4645 1
CARD11 LINC00528 1
CARD11 PTK2B 1
CARD11 TMEM156 1
CARD11 CD244 1
CARD11 HVCN1 1
CARD11 ARHGAP9 1
CARD11 FAM78A 1
CARD11 AL034397.3 1
CARD11 NAPSB 1
CARD11 PRAM1 1
CARD11 MICAL1 1
CARD11 GPR55 1
CARD11 AOAH 1
CARD11 MYO1G 1
CARD11 BIN1 1
CARD11 PLCB2 1
CARD11 STAMBPL1 1
CARD11 PARVG 1
CARD11 PSTPIP1 1
CARD11 IRF8 1
CARD11 PIK3R5 1
CARD11 VAV1 1
CARD11 MYO1F 1
CARD11 GPA33 1
CARD11 PLAC8 1
CARD11 CHRNA6 1
CARD11 PARP8 1
CARD11 SAMSN1 1
PARP15 ITGAL 1
PARP15 TRAF3IP3 1
PARP15 CD22 1
PARP15 POU2F2 1
PARP15 STAP1 1
PARP15 TRAF1 1
PARP15 TSPAN32 1
PARP15 DGKA 1
PARP15 ANKRD44 1
PARP15 MS4A1 1
PARP15 ITGAD 1
PARP15 ZNF276 1
PARP15 RGL4 1
PARP15 TNFRSF13C 1
PARP15 FNDC5 1
PARP15 GAB3 1
PARP15 AIRE 1
PARP15 FCRL3 1
PARP15 TREML1 1
PARP15 RASGRP2 1
PARP15 CLEC2D 1
PARP15 ACAP1 1
PARP15 TXK 1
PARP15 ARHGEF1 1
PARP15 SP140 1
PARP15 ARHGAP4 1
PARP15 NLRP1 1
PARP15 FCRL1 1
PARP15 TVP23A 1
PARP15 FAM129C 1
PARP15 NLRC3 1
PARP15 CCDC88B 1
PARP15 PTGDR 1
PARP15 ZNF80 1
PARP15 KIAA1551 1
PARP15 TBC1D10C 1
PARP15 SWI5 1
PARP15 CD19 1
PARP15 ZC3H12D 1
PARP15 PCED1B 1
PARP15 SEPT1 1
PARP15 ARHGAP45 1
PARP15 OR52N4 1
PARP15 FAM153B 1
PARP15 OR2V2 1
PARP15 GPR132 1
PARP15 C16orf54 1
PARP15 KRT73 1
PARP15 ARHGAP30 1
PARP15 SEMA4D 1
PARP15 TTC24 1
PARP15 IDO2 1
PARP15 CNR2 1
PARP15 GIMAP5 1
PARP15 PRAMENP 1
PARP15 MDS2 1
PARP15 CARD11 1
PARP15 CXorf65 1
PARP15 TNRC6C-AS1 1
PARP15 SLFN12L 1
PARP15 ARRDC5 1
PARP15 STK4 1
PARP15 TLDC2 1
PARP15 ZDHHC15 1
PARP15 RRN3P2 1
PARP15 MAP4K1 1
PARP15 CD37 1
PARP15 LAT 1
PARP15 KLRK1 1
PARP15 LCNL1 1
PARP15 DBH-AS1 1
PARP15 MIAT 1
PARP15 FAM30A 1
PARP15 LINC00161 1
PARP15 ITGB2-AS1 1
PARP15 PATL2 1
PARP15 FCER2 1
PARP15 RASAL3 1
PARP15 DENND3 1
PARP15 CARD8 1
PARP15 JAK3 1
PARP15 TMEM59L 1
PARP15 AKNA 1
PARP15 CYTH1 1
PARP15 IL10RA 1
PARP15 C11orf21 1
PARP15 CEP85L 1
PARP15 RIPOR2 1
PARP15 FAM238A 1
PARP15 CHRM3-AS2 1
PARP15 C5orf58 1
PARP15 MIR155HG 1
PARP15 LINC00494 1
PARP15 SLFN14 1
PARP15 SIRPG-AS1 1
PARP15 LINC00426 1
PARP15 ZBTB20-AS1 1
PARP15 LINC00996 1
PARP15 LINC00861 1
PARP15 LINC00926 1
PARP15 LINC00958 1
PARP15 ZAP70 1
PARP15 KIF21B 1
PARP15 MIR3142HG 1
PARP15 GVINP1 1
PARP15 CLEC12B 1
PARP15 MIR4538 1
PARP15 MIR4539 1
PARP15 LINC00528 1
PARP15 HEATR9 1
PARP15 PTK2B 1
PARP15 ARHGAP9 1
PARP15 SEPT6 1
PARP15 GAL3ST1 1
PARP15 LINC01215 1
PARP15 MIR6774 1
PARP15 AL034397.3 1
PARP15 FCRLA 1
PARP15 FCRL2 1
PARP15 KLRD1 1
PARP15 MYBPC3 1
PARP15 USP15 1
PARP15 MYO1G 1
PARP15 BLK 1
PARP15 PLCB2 1
PARP15 ITGB7 1
PARP15 PSTPIP1 1
PARP15 NLRC5 1
PARP15 PTPN7 1
PARP15 GDF7 1
PARP15 POMGNT2 1
PARP15 FGD2 1
PARP15 SCML4 1
PARP15 ATM 1
PARP15 BANK1 1
NCF1 CEACAM21 1
NCF1 MARCO 1
NCF1 GRAMD1B 1
NCF1 ALAS1 1
NCF1 TNFRSF9 1
NCF1 LY75 1
NCF1 DGKG 1
NCF1 SLAMF8 1
NCF1 SIGLEC11 1
NCF1 SCIMP 1
NCF1 CTSS 1
NCF1 TNFAIP8L2 1
NCF1 KBTBD8 1
NCF1 FCGR2B 1
NCF1 PILRA 1
NCF1 RPH3A 1
NCF1 LYZ 1
NCF1 AIM2 1
NCF1 CYBB 1
NCF1 NCF1C 1
NCF1 CLEC4E 1
NCF1 RIMKLB 1
NCF1 GNGT2 1
NCF1 SNX20 1
NCF1 SIGLEC7 1
NCF1 PTAFR 1
NCF1 ZNF804A 1
NCF1 GTSF1 1
NCF1 LILRP2 1
NCF1 CEACAM3 1
NCF1 FOXB1 1
NCF1 COL6A5 1
NCF1 HPSE 1
NCF1 TLR6 1
NCF1 LRRC25 1
NCF1 TSGA10IP 1
NCF1 JAKMIP2 1
NCF1 KCNJ10 1
NCF1 GPR150 1
NCF1 SLC25A20 1
NCF1 RAB39A 1
NCF1 LACC1 1
NCF1 PIK3CD-AS1 1
NCF1 TMEM150B 1
NCF1 WFDC9 1
NCF1 FUT7 1
NCF1 ENPP7 1
NCF1 NCF1B 1
NCF1 LPAR5 1
NCF1 PDE6G 1
NCF1 DLEU7 1
NCF1 CD300LF 1
NCF1 FFAR4 1
NCF1 FCAR 1
NCF1 LILRB4 1
NCF1 GPR141 1
NCF1 SEMA4D 1
NCF1 SOWAHD 1
NCF1 CALHM6 1
NCF1 CR1L 1
NCF1 TOR4A 1
NCF1 F5 1
NCF1 LILRB3 1
NCF1 CLEC6A 1
NCF1 IL12RB1 1
NCF1 SH3BP1 1
NCF1 NCF4 1
NCF1 SIRPB1 1
NCF1 HCK 1
NCF1 TLR8 1
NCF1 TNFSF13B 1
NCF1 ACOD1 1
NCF1 MEFV 1
NCF1 IL21R 1
NCF1 CSK 1
NCF1 IL7 1
NCF1 IFNA7 1
NCF1 C19orf38 1
NCF1 LTA 1
NCF1 LILRB1 1
NCF1 EBI3 1
NCF1 CEACAM4 1
NCF1 SIGLEC8 1
NCF1 SIGLEC5 1
NCF1 TFEC 1
NCF1 TNFSF8 1
NCF1 RASSF4 1
NCF1 HPS5 1
NCF1 BIN2 1
NCF1 PTPN6 1
NCF1 TNF 1
NCF1 LY75-CD302 1
NCF1 VNN2 1
NCF1 FLVCR2 1
NCF1 SIGLEC14 1
NCF1 SIGLEC12 1
NCF1 TIFAB 1
NCF1 FAM215A 1
NCF1 LINC01539 1
NCF1 GPR31 1
NCF1 TEX11 1
NCF1 TMEM156 1
NCF1 ADGRE5 1
NCF1 BTN2A2 1
NCF1 HS3ST3B1 1
NCF1 SIRPD 1
NCF1 IGFLR1 1
NCF1 ASPHD2 1
NCF1 CCL4 1
NCF1 LILRB2 1
NCF1 ADAMDEC1 1
NCF1 CD180 1
NCF1 PTPN22 1
NCF1 IL2RA 1
NCF1 MYO1G 1
NCF1 SLC22A7 1
NCF1 MYO7A 1
NCF1 CASP5 1
NCF1 IL21 1
NCF1 GPR84 1
NCF1 ITGB7 1
NCF1 RHOF 1
NCF1 ARRB2 1
NCF1 VAV1 1
NCF1 TRPM2 1
NCF1 SIGLEC10 1
NCF1 SLC2A5 1
NCF1 TIMD4 1
NCF1 DOK3 1
NCF1 NFKBIE 1
NCF1 GLT1D1 1
NCF1 MCOLN2 1
NCF1 PIK3AP1 1
SCML4 STPG1 1
SCML4 DEF6 1
SCML4 ITIH1 1
SCML4 LTK 1
SCML4 TSPAN32 1
SCML4 PRKCQ 1
SCML4 HKDC1 1
SCML4 CDC42SE2 1
SCML4 UBASH3A 1
SCML4 AIRE 1
SCML4 JAML 1
SCML4 CD3G 1
SCML4 FCRL3 1
SCML4 IKZF3 1
SCML4 SLAMF6 1
SCML4 RASGRP2 1
SCML4 CLEC2D 1
SCML4 ACAP1 1
SCML4 TBX21 1
SCML4 IPCEF1 1
SCML4 TXK 1
SCML4 SMAP2 1
SCML4 SIRPG 1
SCML4 EOMES 1
SCML4 TRAT1 1
SCML4 PYHIN1 1
SCML4 DNASE1L3 1
SCML4 SAMD3 1
SCML4 SLC35G3 1
SCML4 TVP23A 1
SCML4 CD3D 1
SCML4 TMIGD2 1
SCML4 PTGDR 1
SCML4 IL7R 1
SCML4 CD8B 1
SCML4 THEMIS 1
SCML4 PARP15 1
SCML4 XCR1 1
SCML4 GPR171 1
SCML4 TBC1D10C 1
SCML4 ANXA2R 1
SCML4 C12orf42 1
SCML4 GIMAP7 1
SCML4 SEPT1 1
SCML4 PRF1 1
SCML4 FCRL6 1
SCML4 OR52N4 1
SCML4 P2RY8 1
SCML4 SHISAL2A 1
SCML4 KLRC4 1
SCML4 BTLA 1
SCML4 PLEKHG7 1
SCML4 RTP5 1
SCML4 IDO2 1
SCML4 CNR2 1
SCML4 GIMAP5 1
SCML4 DTHD1 1
SCML4 GZMM 1
SCML4 MDS2 1
SCML4 CARD11 1
SCML4 CD247 1
SCML4 CD3E 1
SCML4 C10orf128 1
SCML4 CXorf65 1
SCML4 SLFN12L 1
SCML4 ARRDC5 1
SCML4 SLA2 1
SCML4 CD40LG 1
SCML4 MAP4K1 1
SCML4 MIR150 1
SCML4 GIMAP1 1
SCML4 KLRK1 1
SCML4 LCNL1 1
SCML4 FXYD7 1
SCML4 DBH-AS1 1
SCML4 LINC00384 1
SCML4 RASAL3 1
SCML4 PBX4 1
SCML4 AKNA 1
SCML4 PTGDS 1
SCML4 IL2 1
SCML4 C11orf21 1
SCML4 CD69 1
SCML4 KLRB1 1
SCML4 RIPOR2 1
SCML4 LINC00892 1
SCML4 CHRM3-AS2 1
SCML4 CXorf51B 1
SCML4 SLFN14 1
SCML4 IRGM 1
SCML4 LINC00649 1
SCML4 LINC00426 1
SCML4 TNFRSF13B 1
SCML4 LINC00996 1
SCML4 LINC00861 1
SCML4 GZMK 1
SCML4 ITK 1
SCML4 ZAP70 1
SCML4 CYTIP 1
SCML4 IL18RAP 1
SCML4 CD2 1
SCML4 IFNG-AS1 1
SCML4 LINC00528 1
SCML4 HEATR9 1
SCML4 DPPA4 1
SCML4 CXCR4 1
SCML4 LY9 1
SCML4 ZNF831 1
SCML4 CST8 1
SCML4 OR7A10 1
SCML4 CCL5 1
SCML4 LINC01215 1
SCML4 KLRD1 1
SCML4 KLRC1 1
SCML4 TESPA1 1
SCML4 AGAP2 1
SCML4 BLK 1
SCML4 STAT4 1
SCML4 KLRG1 1
SCML4 ESR2 1
SCML4 PLAC8 1
SCML4 GZMA 1
SCML4 TNFAIP8 1
