x
1
3
7
14
21
26
27
28
31
32
39
41
44
46
47
49
50
51
54
60
62
64
69
73
80
86
89
94
97
101
102
106
109
111
114
119
124
126
130
131
133
141
142
144
149
151
158
164
178
