x
5
8
12
13
14
15
17
20
21
23
26
28
29
32
33
37
38
39
44
45
48
50
64
67
68
70
74
75
81
82
89
92
93
94
95
98
99
107
108
109
116
119
124
126
133
135
136
137
142
143
144
145
147
149
155
160
166
176
178
180
181
183
187
188
191
193
198
200
207
208
210
211
215
218
223
225
229
231
236
241
250
256
259
260
266
267
272
275
281
282
284
285
287
292
296
299
301
304
307
309
312
322
324
325
329
330
332
333
336
337
343
344
345
348
350
354
357
358
359
363
366
368
373
376
379
381
390
394
399
403
404
407
410
412
413
416
418
424
425
428
430
431
441
443
444
451
452
454
457
463
464
466
467
468
469
470
473
479
480
482
490
496
500
