x
1
9
11
16
18
24
27
31
35
41
42
51
52
55
56
69
73
78
86
88
90
101
102
106
111
114
117
120
122
123
125
127
130
134
138
139
150
153
158
161
169
171
172
173
174
182
194
201
202
203
205
213
217
219
220
226
232
233
237
240
243
244
248
253
255
264
268
269
273
274
277
280
286
293
294
295
303
313
316
318
321
326
327
331
334
349
351
355
361
365
371
377
380
382
392
393
395
398
406
408
414
422
429
432
435
437
462
465
471
477
478
488
493
494
495
498
499
